
time,ax,ay,az,wx,wy,wz,
5.337,1.90,2.19,-1.81,-0.54,0.16,0.10,
5.342,1.76,1.96,-2.04,-0.54,0.16,0.10,
5.343,1.76,1.96,-2.04,-0.60,0.17,0.12,
5.343,1.76,1.96,-2.04,-0.65,0.18,0.14,
5.345,1.76,1.96,-2.04,-0.70,0.18,0.17,
5.346,1.62,1.75,-2.04,-0.70,0.18,0.17,
5.348,1.62,1.75,-2.04,-0.74,0.17,0.20,
5.35,1.62,1.75,-2.04,-0.77,0.16,0.22,
5.35,1.35,1.57,-2.03,-0.77,0.16,0.22,
5.352,1.35,1.57,-2.03,-0.80,0.14,0.25,
5.356,1.35,1.57,-2.03,-0.82,0.11,0.27,
5.357,0.87,1.38,-2.17,-0.82,0.11,0.27,
5.357,0.87,1.38,-2.17,-0.84,0.06,0.30,
5.36,0.87,1.38,-2.17,-0.85,-0.00,0.33,
5.361,0.34,1.13,-2.29,-0.85,-0.00,0.33,
5.362,0.34,1.13,-2.29,-0.85,-0.06,0.35,
5.364,0.34,1.13,-2.29,-0.85,-0.12,0.37,
5.364,0.08,0.72,-1.33,-0.85,-0.12,0.37,
5.367,0.08,0.72,-1.33,-0.84,-0.15,0.39,
5.369,0.08,0.72,-1.33,-0.82,-0.15,0.41,
5.369,0.30,0.16,0.97,-0.82,-0.15,0.41,
5.373,0.30,0.16,0.97,-0.79,-0.14,0.42,
5.375,0.87,-0.37,3.26,-0.79,-0.14,0.42,
5.376,0.87,-0.37,3.26,-0.76,-0.10,0.43,
5.378,0.87,-0.37,3.26,-0.72,-0.07,0.43,
5.379,0.87,-0.37,3.26,-0.67,-0.05,0.42,
5.38,1.51,-0.48,3.67,-0.67,-0.05,0.42,
5.382,1.51,-0.48,3.67,-0.63,-0.05,0.40,
5.385,1.51,-0.48,3.67,-0.58,-0.09,0.37,
5.385,1.96,-0.12,2.27,-0.58,-0.09,0.37,
5.387,1.96,-0.12,2.27,-0.53,-0.15,0.33,
5.394,2.07,0.46,0.55,-0.53,-0.15,0.33,
5.396,2.07,0.46,0.55,-0.48,-0.24,0.29,
5.396,2.07,0.46,0.55,-0.43,-0.35,0.23,
5.397,2.07,0.46,0.55,-0.38,-0.47,0.17,
5.397,1.98,1.00,-0.62,-0.38,-0.47,0.17,
5.398,1.98,1.00,-0.62,-0.33,-0.60,0.10,
5.399,1.98,1.00,-0.62,-0.29,-0.72,0.02,
5.4,1.86,1.40,-1.15,-0.29,-0.72,0.02,
5.402,1.86,1.40,-1.15,-0.24,-0.84,-0.05,
5.408,1.86,1.40,-1.15,-0.20,-0.95,-0.12,
5.409,1.86,1.40,-1.15,-0.17,-1.05,-0.19,
5.409,1.78,1.49,-1.26,-0.17,-1.05,-0.19,
5.41,1.78,1.49,-1.26,-0.14,-1.13,-0.26,
5.411,1.96,1.20,-1.00,-0.14,-1.13,-0.26,
5.412,1.96,1.20,-1.00,-0.13,-1.18,-0.32,
5.415,1.96,1.20,-1.00,-0.12,-1.22,-0.38,
5.416,2.27,0.66,-0.73,-0.12,-1.22,-0.38,
5.416,2.27,0.66,-0.73,-0.12,-1.23,-0.42,
5.419,2.27,0.66,-0.73,-0.13,-1.24,-0.47,
5.42,2.58,-0.05,-0.90,-0.13,-1.24,-0.47,
5.426,2.58,-0.05,-0.90,-0.16,-1.24,-0.51,
5.427,2.58,-0.05,-0.90,-0.19,-1.23,-0.54,
5.427,2.87,-0.79,-1.77,-0.19,-1.23,-0.54,
5.428,2.87,-0.79,-1.77,-0.25,-1.23,-0.57,
5.43,2.87,-0.79,-1.77,-0.31,-1.23,-0.58,
5.431,2.92,-1.42,-3.20,-0.31,-1.23,-0.58,
5.433,2.92,-1.42,-3.20,-0.39,-1.25,-0.59,
5.435,2.92,-1.42,-3.20,-0.47,-1.28,-0.60,
5.435,2.87,-1.87,-4.92,-0.47,-1.28,-0.60,
5.436,2.87,-1.87,-4.92,-0.57,-1.32,-0.60,
5.439,2.87,-1.87,-4.92,-0.68,-1.35,-0.60,
5.44,2.85,-2.33,-6.37,-0.68,-1.35,-0.60,
5.442,2.85,-2.33,-6.37,-0.79,-1.39,-0.60,
5.445,2.85,-2.33,-6.37,-0.91,-1.42,-0.60,
5.445,2.79,-2.89,-7.27,-0.91,-1.42,-0.60,
5.447,2.79,-2.89,-7.27,-1.04,-1.43,-0.60,
5.449,2.79,-2.89,-7.27,-1.16,-1.43,-0.59,
5.45,2.63,-3.36,-7.29,-1.16,-1.43,-0.59,
5.452,2.63,-3.36,-7.29,-1.28,-1.40,-0.59,
5.457,2.44,-3.83,-6.51,-1.28,-1.40,-0.59,
5.458,2.44,-3.83,-6.51,-1.40,-1.35,-0.58,
5.459,2.44,-3.83,-6.51,-1.51,-1.28,-0.57,
5.46,2.24,-4.33,-5.27,-1.51,-1.28,-0.57,
5.46,2.24,-4.33,-5.27,-1.62,-1.18,-0.56,
5.462,2.24,-4.33,-5.27,-1.71,-1.06,-0.55,
5.484,2.24,-4.33,-5.27,-1.79,-0.92,-0.54,
5.485,1.98,-4.85,-3.74,-1.79,-0.92,-0.54,
5.485,1.98,-4.85,-3.74,-1.87,-0.75,-0.53,
5.485,1.98,-4.85,-3.74,-1.92,-0.58,-0.52,
5.486,1.68,-5.32,-2.23,-1.92,-0.58,-0.52,
5.486,1.68,-5.32,-2.23,-1.97,-0.39,-0.50,
5.487,1.38,-5.67,-0.88,-1.97,-0.39,-0.50,
5.487,1.38,-5.67,-0.88,-2.00,-0.20,-0.49,
5.488,1.38,-5.67,-0.88,-2.02,0.00,-0.47,
5.488,1.38,-5.67,-0.88,-2.01,0.21,-0.46,
5.489,1.10,-5.93,0.58,-2.01,0.21,-0.46,
5.489,1.10,-5.93,0.58,-1.99,0.42,-0.45,
5.49,0.91,-5.98,2.32,-1.99,0.42,-0.45,
5.49,0.91,-5.98,2.32,-1.94,0.64,-0.44,
5.491,0.91,-5.98,2.32,-1.87,0.86,-0.44,
5.491,0.81,-5.89,4.25,-1.87,0.86,-0.44,
5.491,0.81,-5.89,4.25,-1.78,1.07,-0.44,
5.492,0.81,-5.89,4.25,-1.67,1.27,-0.44,
5.495,0.81,-5.89,4.25,-1.53,1.45,-0.44,
5.497,0.75,-5.71,6.15,-1.53,1.45,-0.44,
5.497,0.75,-5.71,6.15,-1.37,1.60,-0.45,
5.499,0.75,-5.71,6.15,-1.19,1.70,-0.47,
5.499,0.56,-5.55,7.64,-1.19,1.70,-0.47,
5.501,0.56,-5.55,7.64,-0.99,1.76,-0.49,
5.504,0.56,-5.55,7.64,-0.78,1.78,-0.51,
5.508,0.20,-5.35,8.47,-0.78,1.78,-0.51,
5.508,0.20,-5.35,8.47,-0.55,1.75,-0.54,
5.509,0.20,-5.35,8.47,-0.30,1.67,-0.57,
5.51,-0.20,-5.00,8.52,-0.30,1.67,-0.57,
5.513,-0.20,-5.00,8.52,-0.04,1.55,-0.60,
5.514,-0.20,-5.00,8.52,0.23,1.37,-0.63,
5.514,-0.69,-4.52,8.03,0.23,1.37,-0.63,
5.517,-0.69,-4.52,8.03,0.51,1.17,-0.67,
5.519,-0.69,-4.52,8.03,0.80,0.92,-0.72,
5.519,-1.13,-3.85,7.33,0.80,0.92,-0.72,
5.525,-1.13,-3.85,7.33,1.09,0.66,-0.76,
5.526,-1.45,-3.08,6.46,1.09,0.66,-0.76,
5.527,-1.45,-3.08,6.46,1.39,0.38,-0.81,
5.527,-1.45,-3.08,6.46,1.68,0.09,-0.87,
5.529,-1.45,-3.08,6.46,1.97,-0.19,-0.92,
5.529,-1.58,-2.28,5.55,1.97,-0.19,-0.92,
5.531,-1.58,-2.28,5.55,2.25,-0.45,-0.98,
5.533,-1.58,-2.28,5.55,2.51,-0.70,-1.04,
5.534,-1.45,-1.65,4.72,2.51,-0.70,-1.04,
5.536,-1.45,-1.65,4.72,2.77,-0.94,-1.10,
5.541,-1.18,-1.23,3.83,2.77,-0.94,-1.10,
5.542,-1.18,-1.23,3.83,3.02,-1.16,-1.16,
5.543,-1.18,-1.23,3.83,3.24,-1.36,-1.22,
5.544,-1.18,-1.23,3.83,3.45,-1.55,-1.28,
5.544,-0.80,-0.96,3.00,3.45,-1.55,-1.28,
5.546,-0.80,-0.96,3.00,3.64,-1.71,-1.33,
5.549,-0.80,-0.96,3.00,3.81,-1.85,-1.38,
5.549,-0.44,-0.84,2.56,3.81,-1.85,-1.38,
5.551,-0.44,-0.84,2.56,3.95,-1.97,-1.42,
5.554,-0.44,-0.84,2.56,4.08,-2.06,-1.45,
5.555,-0.03,-0.93,2.26,4.08,-2.06,-1.45,
5.557,-0.03,-0.93,2.26,4.18,-2.12,-1.47,
5.559,-0.03,-0.93,2.26,4.27,-2.16,-1.48,
5.559,0.45,-1.08,2.06,4.27,-2.16,-1.48,
5.562,0.45,-1.08,2.06,4.33,-2.16,-1.48,
5.565,0.45,-1.08,2.06,4.36,-2.13,-1.48,
5.565,0.82,-1.28,1.85,4.36,-2.13,-1.48,
5.566,0.82,-1.28,1.85,4.38,-2.08,-1.45,
5.57,0.82,-1.28,1.85,4.37,-1.99,-1.42,
5.57,1.13,-1.44,1.57,4.37,-1.99,-1.42,
5.574,1.13,-1.44,1.57,4.34,-1.88,-1.37,
5.575,1.13,-1.44,1.57,4.28,-1.73,-1.31,
5.575,1.34,-1.49,1.07,4.28,-1.73,-1.31,
5.576,1.34,-1.49,1.07,4.20,-1.56,-1.24,
5.579,1.54,-1.36,0.31,4.20,-1.56,-1.24,
5.579,1.54,-1.36,0.31,4.11,-1.37,-1.16,
5.581,1.54,-1.36,0.31,3.99,-1.16,-1.08,
5.584,1.62,-1.14,-0.63,3.99,-1.16,-1.08,
5.584,1.62,-1.14,-0.63,3.85,-0.92,-0.98,
5.585,1.62,-1.14,-0.63,3.69,-0.67,-0.89,
5.589,1.48,-0.76,-1.49,3.69,-0.67,-0.89,
5.59,1.48,-0.76,-1.49,3.52,-0.39,-0.79,
5.594,1.37,-0.23,-2.83,3.52,-0.39,-0.79,
5.594,1.37,-0.23,-2.83,3.33,-0.12,-0.69,
5.595,1.37,-0.23,-2.83,3.13,0.16,-0.58,
5.596,1.37,-0.23,-2.83,2.91,0.41,-0.48,
5.598,1.33,0.41,-4.59,2.91,0.41,-0.48,
5.599,1.33,0.41,-4.59,2.67,0.65,-0.38,
5.601,1.33,0.41,-4.59,2.42,0.88,-0.29,
5.603,1.25,1.12,-6.29,2.42,0.88,-0.29,
5.604,1.25,1.12,-6.29,2.16,1.09,-0.21,
5.606,1.25,1.12,-6.29,1.87,1.28,-0.14,
5.608,1.24,1.77,-7.56,1.87,1.28,-0.14,
5.609,1.24,1.77,-7.56,1.58,1.45,-0.09,
5.611,1.24,1.77,-7.56,1.28,1.60,-0.04,
5.614,1.40,2.40,-8.00,1.28,1.60,-0.04,
5.615,1.40,2.40,-8.00,0.97,1.72,-0.02,
5.616,1.40,2.40,-8.00,0.66,1.82,-0.01,
5.618,1.54,2.97,-7.72,0.66,1.82,-0.01,
5.62,1.54,2.97,-7.72,0.35,1.89,-0.02,
5.622,1.54,2.97,-7.72,0.05,1.96,-0.04,
5.626,1.46,3.52,-7.07,0.05,1.96,-0.04,
5.627,1.46,3.52,-7.07,-0.25,2.01,-0.08,
5.628,1.46,3.52,-7.07,-0.54,2.04,-0.13,
5.628,1.34,3.83,-6.15,-0.54,2.04,-0.13,
5.651,1.11,3.88,-4.78,-0.54,2.04,-0.13,
5.652,1.11,3.88,-4.78,-0.83,2.07,-0.19,
5.652,1.11,3.88,-4.78,-1.10,2.09,-0.26,
5.653,1.11,3.88,-4.78,-1.36,2.10,-0.34,
5.654,1.11,3.88,-4.78,-1.61,2.11,-0.41,
5.654,0.58,3.71,-4.18,-1.61,2.11,-0.41,
5.654,0.58,3.71,-4.18,-1.85,2.11,-0.49,
5.655,0.58,3.71,-4.18,-2.07,2.11,-0.57,
5.656,0.58,3.71,-4.18,-2.27,2.10,-0.65,
5.656,-0.06,3.35,-3.40,-2.27,2.10,-0.65,
5.657,-0.06,3.35,-3.40,-2.46,2.08,-0.72,
5.657,-0.94,2.79,-3.13,-2.46,2.08,-0.72,
5.658,-0.94,2.79,-3.13,-2.64,2.05,-0.78,
5.659,-0.94,2.79,-3.13,-2.80,2.00,-0.83,
5.659,-1.95,2.11,-2.95,-2.80,2.00,-0.83,
5.659,-1.95,2.11,-2.95,-2.94,1.95,-0.88,
5.66,-1.95,2.11,-2.95,-3.08,1.88,-0.91,
5.661,-2.91,1.34,-2.99,-3.08,1.88,-0.91,
5.662,-2.91,1.34,-2.99,-3.20,1.79,-0.93,
5.663,-2.91,1.34,-2.99,-3.30,1.70,-0.93,
5.663,-3.89,0.50,-2.76,-3.30,1.70,-0.93,
5.664,-3.89,0.50,-2.76,-3.39,1.60,-0.92,
5.666,-3.89,0.50,-2.76,-3.47,1.49,-0.90,
5.669,-4.67,-0.31,-2.45,-3.47,1.49,-0.90,
5.67,-4.67,-0.31,-2.45,-3.53,1.38,-0.87,
5.671,-4.67,-0.31,-2.45,-3.58,1.26,-0.82,
5.675,-4.67,-0.31,-2.45,-3.61,1.15,-0.77,
5.677,-5.33,-1.07,-1.85,-3.61,1.15,-0.77,
5.678,-5.33,-1.07,-1.85,-3.63,1.05,-0.70,
5.678,-5.80,-1.74,-1.12,-3.63,1.05,-0.70,
5.679,-5.80,-1.74,-1.12,-3.63,0.95,-0.63,
5.683,-6.05,-2.21,-0.35,-3.63,0.95,-0.63,
5.683,-6.05,-2.21,-0.35,-3.62,0.85,-0.55,
5.684,-6.05,-2.21,-0.35,-3.60,0.77,-0.46,
5.685,-6.05,-2.21,-0.35,-3.55,0.69,-0.37,
5.688,-6.07,-2.57,0.48,-3.55,0.69,-0.37,
5.689,-6.07,-2.57,0.48,-3.50,0.61,-0.27,
5.692,-6.07,-2.57,0.48,-3.42,0.55,-0.18,
5.695,-6.07,-2.57,0.48,-3.33,0.49,-0.08,
5.695,-5.93,-2.74,1.38,-3.33,0.49,-0.08,
5.695,-5.93,-2.74,1.38,-3.23,0.45,0.01,
5.699,-5.66,-2.74,2.21,-3.23,0.45,0.01,
5.699,-5.66,-2.74,2.21,-3.11,0.41,0.10,
5.7,-5.66,-2.74,2.21,-2.98,0.38,0.19,
5.703,-5.25,-2.68,2.98,-2.98,0.38,0.19,
5.703,-5.25,-2.68,2.98,-2.84,0.35,0.27,
5.707,-5.25,-2.68,2.98,-2.68,0.32,0.35,
5.71,-4.62,-2.54,3.61,-2.68,0.32,0.35,
5.711,-4.62,-2.54,3.61,-2.51,0.30,0.42,
5.712,-4.62,-2.54,3.61,-2.33,0.28,0.48,
5.713,-3.95,-2.29,4.12,-2.33,0.28,0.48,
5.713,-3.95,-2.29,4.12,-2.14,0.26,0.53,
5.716,-3.95,-2.29,4.12,-1.94,0.25,0.58,
5.718,-3.31,-2.00,4.66,-1.94,0.25,0.58,
5.719,-3.31,-2.00,4.66,-1.74,0.23,0.61,
5.72,-3.31,-2.00,4.66,-1.53,0.23,0.63,
5.723,-2.58,-1.76,5.23,-1.53,0.23,0.63,
5.725,-2.58,-1.76,5.23,-1.31,0.22,0.64,
5.726,-2.58,-1.76,5.23,-1.09,0.22,0.64,
5.728,-1.94,-1.58,5.58,-1.09,0.22,0.64,
5.728,-1.94,-1.58,5.58,-0.87,0.23,0.64,
5.73,-1.94,-1.58,5.58,-0.65,0.24,0.62,
5.733,-1.45,-1.38,5.63,-0.65,0.24,0.62,
5.733,-1.45,-1.38,5.63,-0.43,0.24,0.60,
5.735,-1.45,-1.38,5.63,-0.22,0.24,0.57,
5.739,-1.08,-1.17,5.37,-0.22,0.24,0.57,
5.74,-1.08,-1.17,5.37,-0.01,0.24,0.53,
5.741,-1.08,-1.17,5.37,0.19,0.23,0.49,
5.742,-1.08,-1.17,5.37,0.39,0.22,0.43,
5.743,-0.95,-0.94,4.79,0.39,0.22,0.43,
5.745,-0.95,-0.94,4.79,0.56,0.19,0.38,
5.747,-0.98,-0.78,4.03,0.56,0.19,0.38,
5.748,-0.98,-0.78,4.03,0.73,0.16,0.33,
5.756,-0.98,-0.78,4.03,0.89,0.13,0.27,
5.756,-0.98,-0.78,4.03,1.03,0.09,0.21,
5.756,-1.20,-0.68,3.34,1.03,0.09,0.21,
5.758,-1.20,-0.68,3.34,1.16,0.05,0.16,
5.758,-1.20,-0.68,3.34,1.27,0.00,0.11,
5.762,-1.54,-0.62,2.80,1.27,0.00,0.11,
5.762,-1.54,-0.62,2.80,1.37,-0.05,0.06,
5.763,-1.54,-0.62,2.80,1.46,-0.09,0.02,
5.763,-1.90,-0.51,2.15,1.46,-0.09,0.02,
5.766,-1.90,-0.51,2.15,1.54,-0.14,-0.02,
5.776,-2.30,-0.42,1.57,1.54,-0.14,-0.02,
5.778,-2.30,-0.42,1.57,1.59,-0.19,-0.05,
5.778,-2.30,-0.42,1.57,1.64,-0.24,-0.08,
5.779,-2.30,-0.42,1.57,1.68,-0.29,-0.10,
5.779,-2.30,-0.42,1.57,1.71,-0.33,-0.12,
5.78,-2.68,-0.35,1.06,1.71,-0.33,-0.12,
5.781,-2.99,-0.13,0.78,1.71,-0.33,-0.12,
5.782,-2.99,-0.13,0.78,1.72,-0.37,-0.13,
5.782,-2.99,-0.13,0.78,1.72,-0.42,-0.13,
5.784,-3.16,0.12,0.20,1.72,-0.42,-0.13,
5.785,-3.16,0.12,0.20,1.72,-0.46,-0.13,
5.788,-3.16,0.12,0.20,1.71,-0.50,-0.13,
5.789,-3.16,0.12,0.20,1.68,-0.54,-0.12,
5.789,-3.26,0.44,-0.20,1.68,-0.54,-0.12,
5.794,-3.26,0.44,-0.20,1.65,-0.58,-0.11,
5.795,-3.26,0.44,-0.20,1.62,-0.60,-0.10,
5.795,-3.26,0.80,-0.31,1.62,-0.60,-0.10,
5.818,-3.26,0.80,-0.31,1.58,-0.62,-0.08,
5.819,-3.26,0.80,-0.31,1.53,-0.63,-0.07,
5.819,-3.12,1.17,-0.26,1.53,-0.63,-0.07,
5.819,-3.12,1.17,-0.26,1.48,-0.63,-0.06,
5.82,-2.80,1.54,-0.14,1.48,-0.63,-0.06,
5.82,-2.80,1.54,-0.14,1.43,-0.63,-0.04,
5.821,-2.80,1.54,-0.14,1.38,-0.62,-0.03,
5.821,-2.42,1.90,-0.05,1.38,-0.62,-0.03,
5.821,-2.42,1.90,-0.05,1.32,-0.60,-0.02,
5.822,-2.42,1.90,-0.05,1.26,-0.56,-0.01,
5.822,-1.96,2.22,0.13,1.26,-0.56,-0.01,
5.822,-1.96,2.22,0.13,1.20,-0.53,-0.01,
5.823,-1.96,2.22,0.13,1.13,-0.49,-0.00,
5.823,-1.96,2.22,0.13,1.07,-0.45,0.00,
5.824,-1.48,2.43,0.18,1.07,-0.45,0.00,
5.824,-1.48,2.43,0.18,1.00,-0.41,-0.00,
5.824,-1.48,2.43,0.18,0.92,-0.37,-0.00,
5.825,-1.02,2.60,-0.01,0.92,-0.37,-0.00,
5.825,-1.02,2.60,-0.01,0.85,-0.33,-0.01,
5.828,-1.02,2.60,-0.01,0.77,-0.30,-0.02,
5.829,-0.53,2.71,-0.35,0.77,-0.30,-0.02,
5.83,-0.53,2.71,-0.35,0.69,-0.27,-0.03,
5.833,-0.53,2.71,-0.35,0.61,-0.25,-0.04,
5.834,-0.06,2.73,-0.79,0.61,-0.25,-0.04,
5.835,-0.06,2.73,-0.79,0.52,-0.24,-0.05,
5.838,0.29,2.65,-1.35,0.52,-0.24,-0.05,
5.839,0.29,2.65,-1.35,0.43,-0.24,-0.07,
5.842,0.29,2.65,-1.35,0.33,-0.25,-0.09,
5.843,0.29,2.65,-1.35,0.23,-0.27,-0.10,
5.844,0.63,2.43,-1.92,0.23,-0.27,-0.10,
5.845,0.63,2.43,-1.92,0.13,-0.29,-0.11,
5.848,0.90,2.15,-2.42,0.13,-0.29,-0.11,
5.849,0.90,2.15,-2.42,0.02,-0.33,-0.12,
5.85,0.90,2.15,-2.42,-0.09,-0.36,-0.13,
5.852,1.20,1.76,-2.65,-0.09,-0.36,-0.13,
5.853,1.20,1.76,-2.65,-0.21,-0.40,-0.13,
5.856,1.20,1.76,-2.65,-0.33,-0.43,-0.13,
5.858,1.20,1.76,-2.65,-0.45,-0.46,-0.13,
5.858,1.50,1.32,-2.61,-0.45,-0.46,-0.13,
5.86,1.50,1.32,-2.61,-0.58,-0.47,-0.13,
5.862,1.79,0.77,-2.46,-0.58,-0.47,-0.13,
5.862,1.79,0.77,-2.46,-0.70,-0.48,-0.12,
5.864,1.79,0.77,-2.46,-0.83,-0.49,-0.10,
5.867,2.02,0.21,-2.34,-0.83,-0.49,-0.10,
5.867,2.02,0.21,-2.34,-0.96,-0.48,-0.08,
5.869,2.02,0.21,-2.34,-1.10,-0.46,-0.06,
5.873,2.21,-0.25,-2.47,-1.10,-0.46,-0.06,
5.875,2.21,-0.25,-2.47,-1.23,-0.44,-0.03,
5.876,2.21,-0.25,-2.47,-1.35,-0.42,-0.00,
5.877,2.32,-0.45,-2.71,-1.35,-0.42,-0.00,
5.878,2.32,-0.45,-2.71,-1.48,-0.39,0.03,
5.879,2.32,-0.45,-2.71,-1.60,-0.36,0.06,
5.882,2.32,-0.45,-2.71,-1.70,-0.33,0.08,
5.882,2.57,-0.37,-2.51,-1.70,-0.33,0.08,
5.884,2.57,-0.37,-2.51,-1.80,-0.29,0.10,
5.887,2.57,-0.37,-2.51,-1.87,-0.23,0.11,
5.888,2.94,0.03,-1.60,-1.87,-0.23,0.11,
5.892,2.94,0.03,-1.60,-1.93,-0.17,0.11,
5.893,2.94,0.03,-1.60,-1.96,-0.09,0.11,
5.893,3.37,0.63,-0.11,-1.96,-0.09,0.11,
5.894,3.37,0.63,-0.11,-1.98,0.00,0.08,
5.898,3.37,0.63,-0.11,-1.96,0.10,0.05,
5.899,3.81,1.32,1.75,-1.96,0.10,0.05,
5.899,3.81,1.32,1.75,-1.93,0.22,0.01,
5.902,3.81,1.32,1.75,-1.87,0.33,-0.05,
5.903,4.06,2.08,3.73,-1.87,0.33,-0.05,
5.911,4.06,2.08,3.73,-1.79,0.45,-0.11,
5.911,4.06,2.08,3.73,-1.69,0.56,-0.18,
5.911,4.18,2.73,5.55,-1.69,0.56,-0.18,
5.911,4.18,2.73,5.55,-1.57,0.67,-0.25,
5.918,4.18,2.73,5.55,-1.43,0.77,-0.33,
5.918,4.10,3.25,6.94,-1.43,0.77,-0.33,
5.918,4.10,3.25,6.94,-1.27,0.84,-0.42,
5.924,3.77,3.57,7.76,-1.27,0.84,-0.42,
5.925,3.77,3.57,7.76,-1.10,0.89,-0.51,
5.925,3.77,3.57,7.76,-0.91,0.91,-0.59,
5.925,3.18,3.84,8.11,-0.91,0.91,-0.59,
5.926,3.18,3.84,8.11,-0.72,0.91,-0.68,
5.926,3.18,3.84,8.11,-0.51,0.88,-0.76,
5.931,3.18,3.84,8.11,-0.31,0.83,-0.84,
5.931,2.55,3.88,8.60,-0.31,0.83,-0.84,
5.932,2.55,3.88,8.60,-0.10,0.77,-0.92,
5.932,2.55,3.88,8.60,0.12,0.69,-1.00,
5.932,2.13,3.38,9.56,0.12,0.69,-1.00,
5.934,2.13,3.38,9.56,0.32,0.62,-1.06,
5.936,2.13,3.38,9.56,0.50,0.54,-1.12,
5.937,2.28,2.19,9.88,0.50,0.54,-1.12,
5.94,2.28,2.19,9.88,0.67,0.43,-1.17,
5.943,2.28,2.19,9.88,0.79,0.28,-1.20,
5.944,2.85,0.40,7.31,0.79,0.28,-1.20,
5.944,2.85,0.40,7.31,0.88,0.06,-1.21,
5.947,2.85,0.40,7.31,0.92,-0.21,-1.20,
5.947,3.32,-1.30,2.48,0.92,-0.21,-1.20,
5.949,3.32,-1.30,2.48,0.93,-0.53,-1.18,
5.952,3.32,-1.30,2.48,0.91,-0.88,-1.13,
5.952,3.54,-2.12,-1.98,0.91,-0.88,-1.13,
5.955,3.54,-2.12,-1.98,0.86,-1.24,-1.07,
5.957,3.79,-2.25,-4.81,0.86,-1.24,-1.07,
5.957,3.79,-2.25,-4.81,0.81,-1.58,-0.99,
5.959,3.79,-2.25,-4.81,0.74,-1.89,-0.88,
5.977,3.79,-2.25,-4.81,0.66,-2.13,-0.76,
5.977,4.12,-2.57,-5.57,0.66,-2.13,-0.76,
5.978,4.12,-2.57,-5.57,0.58,-2.28,-0.61,
5.978,4.12,-2.57,-5.57,0.50,-2.33,-0.44,
5.978,4.27,-3.38,-4.41,0.50,-2.33,-0.44,
5.979,4.27,-3.38,-4.41,0.40,-2.29,-0.24,
5.979,4.26,-4.53,-2.61,0.40,-2.29,-0.24,
5.98,4.26,-4.53,-2.61,0.30,-2.14,-0.03,
5.98,4.26,-4.53,-2.61,0.20,-1.89,0.20,
5.98,3.90,-5.52,-1.05,0.20,-1.89,0.20,
5.981,3.90,-5.52,-1.05,0.09,-1.55,0.43,
5.981,3.90,-5.52,-1.05,-0.02,-1.13,0.66,
5.982,3.90,-5.52,-1.05,-0.14,-0.64,0.87,
5.982,3.15,-5.78,-0.12,-0.14,-0.64,0.87,
5.986,3.15,-5.78,-0.12,-0.25,-0.11,1.08,
5.987,3.15,-5.78,-0.12,-0.36,0.43,1.26,
5.988,2.70,-5.19,-0.20,-0.36,0.43,1.26,
5.988,2.70,-5.19,-0.20,-0.46,0.96,1.41,
5.993,2.70,-5.19,-0.20,-0.56,1.46,1.52,
5.994,2.81,-3.91,-0.90,-0.56,1.46,1.52,
5.994,2.81,-3.91,-0.90,-0.64,1.92,1.59,
6.0,3.17,-2.37,-1.10,-0.64,1.92,1.59,
6.001,3.17,-2.37,-1.10,-0.70,2.34,1.61,
6.001,3.17,-2.37,-1.10,-0.75,2.71,1.60,
6.001,3.17,-2.37,-1.10,-0.77,3.03,1.55,
6.001,3.52,-0.95,-0.45,-0.77,3.03,1.55,
6.004,3.52,-0.95,-0.45,-0.79,3.30,1.47,
6.008,3.52,-0.95,-0.45,-0.78,3.50,1.36,
6.009,3.45,0.01,0.90,-0.78,3.50,1.36,
6.01,3.45,0.01,0.90,-0.77,3.57,1.23,
6.013,3.45,0.01,0.90,-0.75,3.55,1.09,
6.014,2.62,0.36,1.84,-0.75,3.55,1.09,
6.014,2.62,0.36,1.84,-0.72,3.46,0.95,
6.02,1.14,0.49,2.45,-0.72,3.46,0.95,
6.021,1.14,0.49,2.45,-0.68,3.28,0.80,
6.022,1.14,0.49,2.45,-0.64,3.03,0.65,
6.023,1.14,0.49,2.45,-0.59,2.71,0.50,
6.024,-0.46,0.39,1.67,-0.59,2.71,0.50,
6.025,-0.46,0.39,1.67,-0.54,2.34,0.36,
6.03,-0.46,0.39,1.67,-0.48,1.93,0.24,
6.031,-2.03,0.21,0.79,-0.48,1.93,0.24,
6.032,-2.03,0.21,0.79,-0.43,1.49,0.12,
6.032,-2.03,0.21,0.79,-0.39,1.04,0.00,
6.033,-3.44,0.08,-0.28,-0.39,1.04,0.00,
6.033,-3.44,0.08,-0.28,-0.34,0.60,-0.10,
6.036,-3.44,0.08,-0.28,-0.30,0.19,-0.18,
6.037,-4.52,0.05,-1.03,-0.30,0.19,-0.18,
6.039,-4.52,0.05,-1.03,-0.27,-0.19,-0.26,
6.041,-4.52,0.05,-1.03,-0.24,-0.52,-0.33,
6.042,-5.21,-0.05,-1.39,-0.24,-0.52,-0.33,
6.044,-5.21,-0.05,-1.39,-0.22,-0.79,-0.38,
6.046,-5.44,-0.38,-1.37,-0.22,-0.79,-0.38,
6.047,-5.44,-0.38,-1.37,-0.21,-1.01,-0.42,
6.049,-5.44,-0.38,-1.37,-0.20,-1.19,-0.44,
6.051,-5.36,-1.05,-1.46,-0.20,-1.19,-0.44,
6.052,-5.36,-1.05,-1.46,-0.19,-1.33,-0.44,
